id;idDescriptor;idGroup;code;title;imageURL;description;idLoadDiagram
;;Идентификатор товарной группы;Номер товарной подгруппы;Название товарной подгруппы;Ссылка на картинку аватарку товарной подгруппы;Описание товарной подгруппы;Идентификатор картинки со схемой нагрузки
126;;21;1325;ЛОТОК СЕРИИ SL-AL-K;./webfiles/1325.png;Описание товарной группы ЛОТОК СЕРИИ SL-AL-K;
127;;21;1326;Крышка лестничного лотка KSL-AL;./webfiles/1326.png;Описание товарной группы Крышка лестничного лотка KSL-AL;
128;;21;1327;Фасонные элементы;./webfiles/1327.png;Описание товарной группы Фасонные элементы;
129;;21;1328;Соединители переходные;./webfiles/1328.png;Описание товарной группы Соединители переходные;
130;;21;1329;Соединительные элементы;./webfiles/1329.png;Описание товарной группы Соединительные элементы;
131;;22;1331;Лотки перфорированные «СТАНДАРТ LPS-AL»;./webfiles/1331.png;Описание товарной группы Лотки перфорированные «СТАНДАРТ LPS-AL»;
132;;22;1332;Лотки неперфорированные «СТАНДАРТ LNS-AL»;./webfiles/1332.png;Описание товарной группы Лотки неперфорированные «СТАНДАРТ LNS-AL»;
133;;22;1333;Крышки листовых лотков «СТАНДАРТ KLPS-AL»;./webfiles/1333.png;Описание товарной группы Крышки листовых лотков «СТАНДАРТ KLPS-AL»;
134;;22;1334;Фасонные элементы;./webfiles/1334.png;Описание товарной группы Фасонные элементы;
135;;22;1335;Соединители переходные;./webfiles/1335.png;Описание товарной группы Соединители переходные;
136;;22;1336;Соединительные элементы;./webfiles/1336.png;Описание товарной группы Соединительные элементы;
137;;23;1338;БОЛТ ST;./webfiles/1338.png;Описание товарной группы БОЛТ ST;
138;;23;1339;ШАЙБА ST;./webfiles/1339.png;Описание товарной группы ШАЙБА ST;
139;;23;1340;ШАЙБА УВЕЛИЧЕННАЯ ST;./webfiles/1340.png;Описание товарной группы ШАЙБА УВЕЛИЧЕННАЯ ST;
140;;23;1341;ШАЙБА-ГРОВЕР ST;./webfiles/1341.png;Описание товарной группы ШАЙБА-ГРОВЕР ST;
141;;23;1342;ГАЙКА ST;./webfiles/1342.png;Описание товарной группы ГАЙКА ST;
142;;23;1343;БЫСТРОЗАЖИМНАЯ ГАЙКА СС41;./webfiles/1343.png;Описание товарной группы БЫСТРОЗАЖИМНАЯ ГАЙКА СС41;
143;;23;1344;Гайки с прессшайбой;./webfiles/1344.png;Описание товарной группы Гайки с прессшайбой;
144;;24;1347;Стойки СТРК-50;./webfiles/1347.png;Описание товарной группы Стойки СТРК-50;
145;;24;1348;Стойки СТРК-40;./webfiles/1348.png;Описание товарной группы Стойки СТРК-40;
146;;24;1349;Стойки СТРЛ-41;./webfiles/1349.png;Описание товарной группы Стойки СТРЛ-41;
147;;24;1350;Стойки СТРК-20;./webfiles/1350.png;Описание товарной группы Стойки СТРК-20;
148;;24;1351;Стойки телескопические;./webfiles/1351.png;Описание товарной группы Стойки телескопические;
149;;24;1352;Опоры стоек;./webfiles/1352.png;Описание товарной группы Опоры стоек;
150;;25;1354;Панели фальшпола из сульфата кальция;./webfiles/1354.png;Описание товарной группы Панели фальшпола из сульфата кальция;
151;;25;1355;Панели фальшпола из ГВЛВ;./webfiles/1355.png;Описание товарной группы Панели фальшпола из ГВЛВ;
152;;25;1356;Панели фальшпола из ДСП;./webfiles/1356.png;Описание товарной группы Панели фальшпола из ДСП;
153;;25;1357;Вентиляционные панели;./webfiles/1357.png;Описание товарной группы Вентиляционные панели;
154;;25;1358;Настилы из рифленой стали гнутые;./webfiles/1358.png;Описание товарной группы Настилы из рифленой стали гнутые;
155;;25;1359;Настилы из рифленой стали рамные;./webfiles/1359.png;Описание товарной группы Настилы из рифленой стали рамные;
156;;25;1360;Настилы-заглушки;./webfiles/1360.png;Описание товарной группы Настилы-заглушки;
157;;26;1362;Ступени;./webfiles/1362.png;Описание товарной группы Ступени;
158;;26;1363;Опорный башмак пандуса;./webfiles/1363.png;Описание товарной группы Опорный башмак пандуса;
159;;27;1365;Фиксаторы панелей;./webfiles/1365.png;Описание товарной группы Фиксаторы панелей;
160;;27;1366;Съемник для панелей;./webfiles/1366.png;Описание товарной группы Съемник для панелей;
161;;27;1367;Уплотнительные ленты;./webfiles/1367.png;Описание товарной группы Уплотнительные ленты;
162;;27;1368;Полоса противоскользящая;./webfiles/1368.png;Описание товарной группы Полоса противоскользящая;
163;;28;1611;Уголок опорный;./webfiles/1611.png;Описание товарной группы Уголок опорный;
164;;28;1612;Уголок опорный SL-SCL;./webfiles/1612.png;Описание товарной группы Уголок опорный SL-SCL;
165;;28;1613;Уголок опорный SL-SCR;./webfiles/1613.png;Описание товарной группы Уголок опорный SL-SCR;
166;;28;1614;Уголок опорный ККБ;./webfiles/1614.png;Описание товарной группы Уголок опорный ККБ;
167;;28;1615;Уголок опорный СТО;./webfiles/1615.png;Описание товарной группы Уголок опорный СТО;
168;;29;1371;Состав СЭ-01;./webfiles/1371.png;Описание товарной группы Состав СЭ-01;
169;;29;1372;Состав СЭ-01Б;./webfiles/1372.png;Описание товарной группы Состав СЭ-01Б;
170;;30;1374;Мастика СЭ-611;./webfiles/1374.png;Описание товарной группы Мастика СЭ-611;
171;;30;1375;;./webfiles/1375.png;Описание товарной группы ;
172;;31;1609;Пена СЭ-620;./webfiles/1609.png;Описание товарной группы Пена СЭ-620;
173;;32;1377;Покрытие СЭ-670;./webfiles/1377.png;Описание товарной группы Покрытие СЭ-670;
174;;32;1378;Покрытие СЭ-678;./webfiles/1378.png;Описание товарной группы Покрытие СЭ-678;
175;;32;1604;Состав СЭ-680;./webfiles/1604.png;Описание товарной группы Состав СЭ-680;
176;;33;1380;Герметик СЭ-606;./webfiles/1380.png;Описание товарной группы Герметик СЭ-606;
177;;33;1606;Герметик СЭ-601;./webfiles/1606.png;Описание товарной группы Герметик СЭ-601;
178;;33;1607;Герметик СЭ-604;./webfiles/1607.png;Описание товарной группы Герметик СЭ-604;
179;;33;1605;Состав СЭ-636;./webfiles/1605.png;Описание товарной группы Состав СЭ-636;
180;;34;1382;Фасадный спрей;./webfiles/1382.png;Описание товарной группы Фасадный спрей;
181;;35;1602;СЭ-ПП;./webfiles/1602.png;Описание товарной группы СЭ-ПП;
182;;35;1603;СЭ-ОП;./webfiles/1603.png;Описание товарной группы СЭ-ОП;
183;;36;1618;Монтажный пистолет СЭ-31;./webfiles/1618.png;Описание товарной группы Монтажный пистолет СЭ-31;
184;;36;1619;Монтажный пистолет СЭ-60;./webfiles/1619.png;Описание товарной группы Монтажный пистолет СЭ-60;
185;;36;1620;Монтажный пистолет СЭ-60А ;./webfiles/1620.png;Описание товарной группы Монтажный пистолет СЭ-60А ;
186;;36;1621;Монтажный пистолет СЭ-60П;./webfiles/1621.png;Описание товарной группы Монтажный пистолет СЭ-60П;
187;;36;1622;Пневматический монтажный пистолет;./webfiles/1622.png;Описание товарной группы Пневматический монтажный пистолет;
188;;36;1623;Миксер СЭ-620-М;./webfiles/1623.png;Описание товарной группы Миксер СЭ-620-М;
189;;36;1624;Дозирующее устройство CЭ-01Д;./webfiles/1624.png;Описание товарной группы Дозирующее устройство CЭ-01Д;
190;;36;1660;Маркировочная табличка СЭ-М;./webfiles/1660.png;Описание товарной группы Маркировочная табличка СЭ-М;
191;;37;1385;Неперфорированные лотки;./webfiles/1385.png;Описание товарной группы Неперфорированные лотки;
192;;37;1386;Перфорированные лотки;./webfiles/1386.png;Описание товарной группы Перфорированные лотки;
193;;37;1387;Крышки листовых лотков;./webfiles/1387.png;Описание товарной группы Крышки листовых лотков;
194;;37;1388;Фасонные секции;./webfiles/1388.png;Описание товарной группы Фасонные секции;
195;;37;1472;Соединительная пластина KNO;./webfiles/1472.png;Описание товарной группы Соединительная пластина KNO;
196;;37;1473;Соединительная пластина К;./webfiles/1473.png;Описание товарной группы Соединительная пластина К;
197;;38;1390;Лестничные лотки SL;./webfiles/1390.png;Описание товарной группы Лестничные лотки SL;
198;;39;1392;Проволочные лотки WL;./webfiles/1392.png;Описание товарной группы Проволочные лотки WL;
199;;39;1393;Крышки проволочных лотков;./webfiles/1393.png;Описание товарной группы Крышки проволочных лотков;
200;;40;1395;Короба ККБ прямые секции;./webfiles/1395.png;Описание товарной группы Короба ККБ прямые секции;
201;;40;1396;Короба ККБ угловые секции;./webfiles/1396.png;Описание товарной группы Короба ККБ угловые секции;
202;;41;1398;Соединители;./webfiles/1398.png;Описание товарной группы Соединители;
203;;41;1399;Дополнительные элементы;./webfiles/1399.png;Описание товарной группы Дополнительные элементы;
204;;42;1402;Лестница прямая Тип 111;./webfiles/1402.png;Описание товарной группы Лестница прямая Тип 111;
205;;42;1635;Лестница прямая Тип 112;./webfiles/1635.png;Описание товарной группы Лестница прямая Тип 112;
206;;42;1636;Лестница прямая Тип 211;./webfiles/1636.png;Описание товарной группы Лестница прямая Тип 211;
207;;42;1637;Лестница прямая Тип 212;./webfiles/1637.png;Описание товарной группы Лестница прямая Тип 212;
208;;42;1638;Лестница прямая Тип 313;./webfiles/1638.png;Описание товарной группы Лестница прямая Тип 313;
209;;42;1639;Лестница прямая Тип 412;./webfiles/1639.png;Описание товарной группы Лестница прямая Тип 412;
210;;42;1403;Лестница прямая Тип 135;./webfiles/1403.png;Описание товарной группы Лестница прямая Тип 135;
211;;42;1404;Лестница угловая Тип 111;./webfiles/1404.png;Описание товарной группы Лестница угловая Тип 111;
212;;42;1640;Лестница угловая Тип 112;./webfiles/1640.png;Описание товарной группы Лестница угловая Тип 112;
213;;42;1641;Лестница угловая Тип 313;./webfiles/1641.png;Описание товарной группы Лестница угловая Тип 313;
214;;42;1405;Лестница разводная Тип 111;./webfiles/1405.png;Описание товарной группы Лестница разводная Тип 111;
215;;42;1642;Лестница разводная Тип 112;./webfiles/1642.png;Описание товарной группы Лестница разводная Тип 112;
216;;42;1643;Лестница разводная Тип 313;./webfiles/1643.png;Описание товарной группы Лестница разводная Тип 313;
217;;42;1406;Крестовина Тип 111;./webfiles/1406.png;Описание товарной группы Крестовина Тип 111;
218;;42;1644;Крестовина Тип 112;./webfiles/1644.png;Описание товарной группы Крестовина Тип 112;
219;;42;1645;Крестовина Тип 313;./webfiles/1645.png;Описание товарной группы Крестовина Тип 313;
220;;43;1408;Лестница прямая Тип 224;./webfiles/1408.png;Описание товарной группы Лестница прямая Тип 224;
221;;43;1409;Лестница прямая Тип 324;./webfiles/1409.png;Описание товарной группы Лестница прямая Тип 324;
222;;43;1646;Лестница прямая Тип 424;./webfiles/1646.png;Описание товарной группы Лестница прямая Тип 424;
223;;43;1410;Лестница угловая Тип 224;./webfiles/1410.png;Описание товарной группы Лестница угловая Тип 224;
224;;43;1647;Лестница угловая Тип 324;./webfiles/1647.png;Описание товарной группы Лестница угловая Тип 324;
225;;43;1411;Лестница разводная Тип 224;./webfiles/1411.png;Описание товарной группы Лестница разводная Тип 224;
226;;43;1648;Лестница разводная Тип 324;./webfiles/1648.png;Описание товарной группы Лестница разводная Тип 324;
227;;43;1412;Крестовина Тип 224;./webfiles/1412.png;Описание товарной группы Крестовина Тип 224;
228;;43;1649;Крестовина Тип 324;./webfiles/1649.png;Описание товарной группы Крестовина Тип 324;
229;;44;1414;Панель прямая П;./webfiles/1647.png;Описание товарной группы Панель прямая П;
230;;44;1415;Панель угловая ПУ;./webfiles/1415.png;Описание товарной группы Панель угловая ПУ;
231;;45;1417;Полоса перфорированная;./webfiles/1417.png;Описание товарной группы Полоса перфорированная;
232;;45;1418;Кницы;./webfiles/1418.png;Описание товарной группы Кницы;
233;;45;1419;Мост типа 1;./webfiles/1419.png;Описание товарной группы Мост типа 1;
234;;45;1632;Мост с лапками типа 6;./webfiles/1632.png;Описание товарной группы Мост с лапками типа 6;
235;;45;1659;Мост типа 10;./webfiles/1659.png;Описание товарной группы Мост типа 10;
236;;45;1661;Мост типа 4;./webfiles/1661.png;Описание товарной группы Мост типа 4;
237;;45;1662;Мост типа 3;./webfiles/1662.png;Описание товарной группы Мост типа 3;
238;;45;1420;Лапка приварная;./webfiles/1420.png;Описание товарной группы Лапка приварная;
239;;45;1421;Стойки;./webfiles/1421.png;Описание товарной группы Стойки;
240;;45;1629;Полоса перфорированная;./webfiles/1629.png;Описание товарной группы Полоса перфорированная;
241;;45;1630;Перфорированный уголок;./webfiles/1630.png;Описание товарной группы Перфорированный уголок;
242;;45;1631;Уголок с поперечной перфорацией;./webfiles/1631.png;Описание товарной группы Уголок с поперечной перфорацией;
243;;45;1633;Пруток на стойках;./webfiles/1633.png;Описание товарной группы Пруток на стойках;
244;;45;1634;Пруток П-образный;./webfiles/1634.png;Описание товарной группы Пруток П-образный;
245;;46;1423;Детали лестниц;./webfiles/1423.png;Описание товарной группы Детали лестниц;
246;;47;1426;Болт;./webfiles/1426.png;Описание товарной группы Болт;
247;;47;1427;Болт с неполной резьбой;./webfiles/1427.png;Описание товарной группы Болт с неполной резьбой;
248;;47;1428;Болты с Т-образной головкой;./webfiles/1428.png;Описание товарной группы Болты с Т-образной головкой;
249;;47;1429;Болты U-образные;./webfiles/1429.png;Описание товарной группы Болты U-образные;
250;;47;1531;Болт шестигранный;./webfiles/1531.png;Описание товарной группы Болт шестигранный;
251;;47;1530;Болт-клин;./webfiles/1530.png;Описание товарной группы Болт-клин;
252;;47;1466;Рым-болт;./webfiles/1466.png;Описание товарной группы Рым-болт;
253;;47;1532;Болт-крюк;./webfiles/1532.png;Описание товарной группы Болт-крюк;
254;;47;1540;Болт с полукруглой головкой и квадратным подголовком;./webfiles/1540.png;Описание товарной группы Болт с полукруглой головкой и квадратным подголовком;
255;;47;1451;Винты с полукруглой головкой;./webfiles/1451.png;Описание товарной группы Винты с полукруглой головкой;
256;;47;1577;Винт для бетона;./webfiles/1577.png;Описание товарной группы Винт для бетона;
257;;47;1579;Винт с шестигранной головкой;./webfiles/1579.png;Описание товарной группы Винт с шестигранной головкой;
258;;47;1584;Винт для деревянных конструкций ;./webfiles/1584.png;Описание товарной группы Винт для деревянных конструкций ;
259;;47;1591;Винт-шуруп;./webfiles/1591.png;Описание товарной группы Винт-шуруп;
